REF_CLOSING_DESCRIPTION,Attraction,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE,Holidays,Weekends
,PortAventura World,PARK,2019-07-27 10:00:00.000,2019-07-27 23:00:00.000,2019-07-28 08:08:44.000,2019-07-27,0,1
,Bungee Jump,ATTR,2019-07-27 10:00:00.000,2019-07-27 23:04:00.000,2019-07-28 08:08:29.000,2019-07-27,0,1
,Haunted House,ATTR,2019-07-27 09:52:00.000,2019-07-27 21:49:00.000,2019-07-28 08:08:32.000,2019-07-27,0,1
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-07-28 23:59:00.000,2019-07-28 23:59:00.000,2019-07-29 07:54:08.000,2019-07-28,0,1
,Oz Theatre,ATTR,2019-07-28 11:00:00.000,2019-07-28 17:16:00.000,2019-07-29 07:54:07.000,2019-07-28,0,1
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-07-28 23:59:00.000,2019-07-28 23:59:00.000,2019-07-29 07:54:15.000,2019-07-28,0,1
,Water Ride,ATTR,2019-07-28 08:30:00.000,2019-07-28 22:09:00.000,2019-07-29 07:54:10.000,2019-07-28,0,1
,Zipline,ATTR,2019-07-28 08:22:00.000,2019-07-28 23:13:00.000,2019-07-29 07:54:08.000,2019-07-28,0,1
,Superman Ride,ATTR,2019-07-28 08:30:00.000,2019-07-28 19:51:00.000,2019-07-29 07:54:15.000,2019-07-28,0,1
,Free Fall,ATTR,2019-07-28 10:00:00.000,2019-07-28 20:12:00.000,2019-07-29 07:54:17.000,2019-07-28,0,1
,Dizzy Dropper,ATTR,2019-07-28 08:30:00.000,2019-07-28 22:15:00.000,2019-07-29 07:54:10.000,2019-07-28,0,1
,Circus Train,ATTR,2019-07-28 10:00:00.000,2019-07-28 21:53:00.000,2019-07-29 07:54:11.000,2019-07-28,0,1
,Kiddie Coaster,ATTR,2019-07-28 10:00:00.000,2019-07-28 20:16:00.000,2019-07-29 07:54:11.000,2019-07-28,0,1
,Flying Coaster,ATTR,2019-07-28 09:44:00.000,2019-07-28 23:13:00.000,2019-07-29 07:54:06.000,2019-07-28,0,1
,Giant Wheel,ATTR,2019-07-28 08:20:00.000,2019-07-28 23:12:00.000,2019-07-29 07:54:15.000,2019-07-28,0,1
,Spinning Coaster,ATTR,2019-07-28 09:25:00.000,2019-07-28 23:10:00.000,2019-07-29 07:54:07.000,2019-07-28,0,1
,PortAventura World,PARK,2019-07-28 10:00:00.000,2019-07-28 23:00:00.000,2019-07-29 07:54:24.000,2019-07-28,0,1
,Swing Ride,ATTR,2019-07-28 08:30:00.000,2019-07-28 22:24:00.000,2019-07-29 07:54:10.000,2019-07-28,0,1
,Go-Karts,ATTR,2019-07-28 08:30:00.000,2019-07-28 23:10:00.000,2019-07-29 07:54:07.000,2019-07-28,0,1
,Spiral Slide,ATTR,2019-07-28 08:30:00.000,2019-07-28 20:28:00.000,2019-07-29 07:54:17.000,2019-07-28,0,1
,Haunted House,ATTR,2019-07-28 09:36:00.000,2019-07-28 21:49:00.000,2019-07-29 07:54:10.000,2019-07-28,0,1
,Rapids Ride,ATTR,2019-07-28 10:00:00.000,2019-07-28 20:18:00.000,2019-07-29 07:54:11.000,2019-07-28,0,1
,Bungee Jump,ATTR,2019-07-28 09:30:00.000,2019-07-28 23:04:00.000,2019-07-29 07:54:06.000,2019-07-28,0,1
,Roller Coaster,ATTR,2019-07-28 10:00:00.000,2019-07-28 19:25:00.000,2019-07-29 07:54:07.000,2019-07-28,0,1
,Merry Go Round,ATTR,2019-07-28 09:32:00.000,2019-07-28 23:14:00.000,2019-07-29 07:54:15.000,2019-07-28,0,1
,Giga Coaster,ATTR,2019-07-28 09:48:00.000,2019-07-28 22:17:00.000,2019-07-29 07:54:11.000,2019-07-28,0,1
Fermeture Opérationnelle,Drop Tower,ATTR,2019-07-28 23:59:00.000,2019-07-28 23:59:00.000,2019-07-29 07:54:10.000,2019-07-28,0,1
,Bumper Cars,ATTR,2019-07-28 08:30:00.000,2019-07-28 22:11:00.000,2019-07-29 07:54:11.000,2019-07-28,0,1
,Crazy Dance,ATTR,2019-07-28 08:59:00.000,2019-07-28 23:09:00.000,2019-07-29 07:54:06.000,2019-07-28,0,1
,PortAventura World,PARK,2019-07-28 08:30:00.000,2019-07-28 09:30:00.000,2019-07-29 07:54:24.000,2019-07-28,0,1
,Water Ride,ATTR,2019-07-29 08:30:00.000,2019-07-29 22:18:00.000,2019-07-30 07:37:39.000,2019-07-29,0,0
,Free Fall,ATTR,2019-07-29 10:00:00.000,2019-07-29 19:00:00.000,2019-07-30 07:37:42.000,2019-07-29,0,0
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-07-29 23:59:00.000,2019-07-29 23:59:00.000,2019-07-30 07:37:38.000,2019-07-29,0,0
,Zipline,ATTR,2019-07-29 08:09:00.000,2019-07-29 23:21:00.000,2019-07-30 07:37:38.000,2019-07-29,0,0
,Circus Train,ATTR,2019-07-29 10:00:00.000,2019-07-29 21:53:00.000,2019-07-30 07:37:40.000,2019-07-29,0,0
,Dizzy Dropper,ATTR,2019-07-29 08:30:00.000,2019-07-29 22:12:00.000,2019-07-30 07:37:39.000,2019-07-29,0,0
,Go-Karts,ATTR,2019-07-29 08:30:00.000,2019-07-29 23:18:00.000,2019-07-30 07:37:38.000,2019-07-29,0,0
,Kiddie Coaster,ATTR,2019-07-29 09:53:00.000,2019-07-29 20:28:00.000,2019-07-30 07:37:40.000,2019-07-29,0,0
,Bungee Jump,ATTR,2019-07-29 09:40:00.000,2019-07-29 23:04:00.000,2019-07-30 07:37:37.000,2019-07-29,0,0
,Spiral Slide,ATTR,2019-07-29 08:30:00.000,2019-07-29 20:31:00.000,2019-07-30 07:37:42.000,2019-07-29,0,0
Fermeture Opérationnelle,Drop Tower,ATTR,2019-07-29 23:59:00.000,2019-07-29 23:59:00.000,2019-07-30 07:37:39.000,2019-07-29,0,0
,Spinning Coaster,ATTR,2019-07-29 09:09:00.000,2019-07-29 23:03:00.000,2019-07-30 07:37:38.000,2019-07-29,0,0
,Crazy Dance,ATTR,2019-07-29 08:59:00.000,2019-07-29 23:17:00.000,2019-07-30 07:37:37.000,2019-07-29,0,0
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-07-29 23:59:00.000,2019-07-29 23:59:00.000,2019-07-30 07:37:41.000,2019-07-29,0,0
,PortAventura World,PARK,2019-07-29 10:00:00.000,2019-07-29 23:00:00.000,2019-07-30 07:37:48.000,2019-07-29,0,0
,Roller Coaster,ATTR,2019-07-29 10:00:00.000,2019-07-29 19:24:00.000,2019-07-30 07:37:38.000,2019-07-29,0,0
,Flying Coaster,ATTR,2019-07-29 09:42:00.000,2019-07-29 23:16:00.000,2019-07-30 07:37:37.000,2019-07-29,0,0
,Oz Theatre,ATTR,2019-07-29 11:00:00.000,2019-07-29 17:19:00.000,2019-07-30 07:37:38.000,2019-07-29,0,0
,Merry Go Round,ATTR,2019-07-29 09:24:00.000,2019-07-29 23:12:00.000,2019-07-30 07:37:41.000,2019-07-29,0,0
,Superman Ride,ATTR,2019-07-29 08:25:00.000,2019-07-29 19:53:00.000,2019-07-30 07:37:41.000,2019-07-29,0,0
,Giga Coaster,ATTR,2019-07-29 09:38:00.000,2019-07-29 22:13:00.000,2019-07-30 07:37:40.000,2019-07-29,0,0
,Bumper Cars,ATTR,2019-07-29 08:30:00.000,2019-07-29 22:15:00.000,2019-07-30 07:37:40.000,2019-07-29,0,0
,Giant Wheel,ATTR,2019-07-29 08:30:00.000,2019-07-29 23:15:00.000,2019-07-30 07:37:41.000,2019-07-29,0,0
,PortAventura World,PARK,2019-07-29 08:30:00.000,2019-07-29 09:30:00.000,2019-07-30 07:37:48.000,2019-07-29,0,0
,Haunted House,ATTR,2019-07-29 09:51:00.000,2019-07-29 21:53:00.000,2019-07-30 07:37:39.000,2019-07-29,0,0
,Rapids Ride,ATTR,2019-07-29 10:00:00.000,2019-07-29 20:24:00.000,2019-07-30 07:37:40.000,2019-07-29,0,0
,Swing Ride,ATTR,2019-07-29 08:30:00.000,2019-07-29 22:17:00.000,2019-07-30 07:37:39.000,2019-07-29,0,0
Fermeture Opérationnelle,Drop Tower,ATTR,2019-07-30 23:59:00.000,2019-07-30 23:59:00.000,2019-07-31 07:37:04.000,2019-07-30,0,0
,Crazy Dance,ATTR,2019-07-30 09:23:00.000,2019-07-30 23:16:00.000,2019-07-31 07:37:01.000,2019-07-30,0,0
,Swing Ride,ATTR,2019-07-30 08:30:00.000,2019-07-30 22:17:00.000,2019-07-31 07:37:04.000,2019-07-30,0,0
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-07-30 23:59:00.000,2019-07-30 23:59:00.000,2019-07-31 07:37:03.000,2019-07-30,0,0
,Zipline,ATTR,2019-07-30 08:12:00.000,2019-07-30 23:09:00.000,2019-07-31 07:37:03.000,2019-07-30,0,0
,Giga Coaster,ATTR,2019-07-30 09:27:00.000,2019-07-30 22:15:00.000,2019-07-31 07:37:05.000,2019-07-30,0,0
,Roller Coaster,ATTR,2019-07-30 10:00:00.000,2019-07-30 19:31:00.000,2019-07-31 07:37:02.000,2019-07-30,0,0
,Bumper Cars,ATTR,2019-07-30 08:30:00.000,2019-07-30 22:11:00.000,2019-07-31 07:37:05.000,2019-07-30,0,0
,Kiddie Coaster,ATTR,2019-07-30 09:46:00.000,2019-07-30 20:12:00.000,2019-07-31 07:37:05.000,2019-07-30,0,0
,PortAventura World,PARK,2019-07-30 08:30:00.000,2019-07-30 09:30:00.000,2019-07-31 07:37:13.000,2019-07-30,0,0
,Bungee Jump,ATTR,2019-07-30 09:28:00.000,2019-07-30 23:03:00.000,2019-07-31 07:37:01.000,2019-07-30,0,0
,Circus Train,ATTR,2019-07-30 09:38:00.000,2019-07-30 21:58:00.000,2019-07-31 07:37:05.000,2019-07-30,0,0
,Spinning Coaster,ATTR,2019-07-30 09:15:00.000,2019-07-30 23:09:00.000,2019-07-31 07:37:02.000,2019-07-30,0,0
,Oz Theatre,ATTR,2019-07-30 11:00:00.000,2019-07-30 17:16:00.000,2019-07-31 07:37:02.000,2019-07-30,0,0
,Water Ride,ATTR,2019-07-30 08:30:00.000,2019-07-30 22:12:00.000,2019-07-31 07:37:04.000,2019-07-30,0,0
,Flying Coaster,ATTR,2019-07-30 09:42:00.000,2019-07-30 23:15:00.000,2019-07-31 07:37:01.000,2019-07-30,0,0
,Haunted House,ATTR,2019-07-30 09:25:00.000,2019-07-30 21:48:00.000,2019-07-31 07:37:04.000,2019-07-30,0,0
,PortAventura World,PARK,2019-07-30 10:00:00.000,2019-07-30 23:00:00.000,2019-07-31 07:37:13.000,2019-07-30,0,0
,Spiral Slide,ATTR,2019-07-30 08:30:00.000,2019-07-30 20:33:00.000,2019-07-31 07:37:07.000,2019-07-30,0,0
,Superman Ride,ATTR,2019-07-30 08:30:00.000,2019-07-30 19:51:00.000,2019-07-31 07:37:06.000,2019-07-30,0,0
,Rapids Ride,ATTR,2019-07-30 09:47:00.000,2019-07-30 20:24:00.000,2019-07-31 07:37:05.000,2019-07-30,0,0
,Dizzy Dropper,ATTR,2019-07-30 08:30:00.000,2019-07-30 22:19:00.000,2019-07-31 07:37:04.000,2019-07-30,0,0
,Merry Go Round,ATTR,2019-07-30 09:24:00.000,2019-07-30 23:10:00.000,2019-07-31 07:37:06.000,2019-07-30,0,0
,Free Fall,ATTR,2019-07-30 10:00:00.000,2019-07-30 20:09:00.000,2019-07-31 07:37:07.000,2019-07-30,0,0
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-07-30 23:59:00.000,2019-07-30 23:59:00.000,2019-07-31 07:37:06.000,2019-07-30,0,0
,Giant Wheel,ATTR,2019-07-30 08:28:00.000,2019-07-30 23:16:00.000,2019-07-31 07:37:06.000,2019-07-30,0,0
,Go-Karts,ATTR,2019-07-30 08:30:00.000,2019-07-30 23:12:00.000,2019-07-31 07:37:02.000,2019-07-30,0,0
,Bungee Jump,ATTR,2019-07-31 09:29:00.000,2019-07-31 23:01:00.000,2019-08-01 07:54:30.000,2019-07-31,0,0
,Zipline,ATTR,2019-07-31 08:07:00.000,2019-07-31 23:12:00.000,2019-08-01 07:54:32.000,2019-07-31,0,0
Fermeture Opérationnelle,Drop Tower,ATTR,2019-07-31 23:59:00.000,2019-07-31 23:59:00.000,2019-08-01 07:54:33.000,2019-07-31,0,0
,Bumper Cars,ATTR,2019-07-31 08:25:00.000,2019-07-31 22:13:00.000,2019-08-01 07:54:34.000,2019-07-31,0,0
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-07-31 23:59:00.000,2019-07-31 23:59:00.000,2019-08-01 07:54:32.000,2019-07-31,0,0
,Water Ride,ATTR,2019-07-31 08:30:00.000,2019-07-31 22:00:00.000,2019-08-01 07:54:33.000,2019-07-31,0,0
,PortAventura World,PARK,2019-07-31 08:30:00.000,2019-07-31 09:30:00.000,2019-08-01 07:54:42.000,2019-07-31,0,0
,Superman Ride,ATTR,2019-07-31 08:30:00.000,2019-07-31 19:51:00.000,2019-08-01 07:54:35.000,2019-07-31,0,0
,Kiddie Coaster,ATTR,2019-07-31 09:49:00.000,2019-07-31 20:12:00.000,2019-08-01 07:54:34.000,2019-07-31,0,0
,Spiral Slide,ATTR,2019-07-31 08:30:00.000,2019-07-31 20:40:00.000,2019-08-01 07:54:37.000,2019-07-31,0,0
,Free Fall,ATTR,2019-07-31 10:00:00.000,2019-07-31 20:09:00.000,2019-08-01 07:54:37.000,2019-07-31,0,0
,Giant Wheel,ATTR,2019-07-31 08:26:00.000,2019-07-31 23:14:00.000,2019-08-01 07:54:35.000,2019-07-31,0,0
,PortAventura World,PARK,2019-07-31 10:00:00.000,2019-07-31 23:00:00.000,2019-08-01 07:54:42.000,2019-07-31,0,0
,Crazy Dance,ATTR,2019-07-31 09:16:00.000,2019-07-31 23:08:00.000,2019-08-01 07:54:30.000,2019-07-31,0,0
,Merry Go Round,ATTR,2019-07-31 09:19:00.000,2019-07-31 23:14:00.000,2019-08-01 07:54:35.000,2019-07-31,0,0
,Giga Coaster,ATTR,2019-07-31 09:02:00.000,2019-07-31 22:17:00.000,2019-08-01 07:54:34.000,2019-07-31,0,0
,Swing Ride,ATTR,2019-07-31 08:30:00.000,2019-07-31 22:16:00.000,2019-08-01 07:54:33.000,2019-07-31,0,0
,Flying Coaster,ATTR,2019-07-31 09:36:00.000,2019-07-31 23:15:00.000,2019-08-01 07:54:30.000,2019-07-31,0,0
,Roller Coaster,ATTR,2019-07-31 10:00:00.000,2019-07-31 19:22:00.000,2019-08-01 07:54:31.000,2019-07-31,0,0
,Rapids Ride,ATTR,2019-07-31 09:38:00.000,2019-07-31 20:25:00.000,2019-08-01 07:54:34.000,2019-07-31,0,0
,Dizzy Dropper,ATTR,2019-07-31 08:30:00.000,2019-07-31 22:20:00.000,2019-08-01 07:54:33.000,2019-07-31,0,0
,Haunted House,ATTR,2019-07-31 09:34:00.000,2019-07-31 21:53:00.000,2019-08-01 07:54:33.000,2019-07-31,0,0
,Go-Karts,ATTR,2019-07-31 08:30:00.000,2019-07-31 23:06:00.000,2019-08-01 07:54:31.000,2019-07-31,0,0
,Circus Train,ATTR,2019-07-31 10:00:00.000,2019-07-31 21:52:00.000,2019-08-01 07:54:34.000,2019-07-31,0,0
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-07-31 23:59:00.000,2019-07-31 23:59:00.000,2019-08-01 07:54:35.000,2019-07-31,0,0
,Spinning Coaster,ATTR,2019-07-31 09:10:00.000,2019-07-31 23:11:00.000,2019-08-01 07:54:31.000,2019-07-31,0,0
,Oz Theatre,ATTR,2019-07-31 10:53:00.000,2019-07-31 17:17:00.000,2019-08-01 07:54:31.000,2019-07-31,0,0
,Giant Wheel,ATTR,2019-08-01 08:23:00.000,2019-08-01 23:14:00.000,2019-08-02 08:09:08.000,2019-08-01,0,0
,Oz Theatre,ATTR,2019-08-01 11:00:00.000,2019-08-01 17:19:00.000,2019-08-02 08:08:44.000,2019-08-01,0,0
,Crazy Dance,ATTR,2019-08-01 09:34:00.000,2019-08-01 23:08:00.000,2019-08-02 08:08:40.000,2019-08-01,0,0
,Giga Coaster,ATTR,2019-08-01 09:09:00.000,2019-08-01 22:14:00.000,2019-08-02 08:09:01.000,2019-08-01,0,0
,Dizzy Dropper,ATTR,2019-08-01 08:30:00.000,2019-08-01 22:18:00.000,2019-08-02 08:08:55.000,2019-08-01,0,0
,Flying Coaster,ATTR,2019-08-01 09:38:00.000,2019-08-01 23:14:00.000,2019-08-02 08:08:42.000,2019-08-01,0,0
,PortAventura World,PARK,2019-08-01 10:00:00.000,2019-08-01 23:00:00.000,2019-08-02 08:09:19.000,2019-08-01,0,0
,Water Ride,ATTR,2019-08-01 08:30:00.000,2019-08-01 22:10:00.000,2019-08-02 08:08:55.000,2019-08-01,0,0
,PortAventura World,PARK,2019-08-01 08:30:00.000,2019-08-01 09:30:00.000,2019-08-02 08:09:19.000,2019-08-01,0,0
,Superman Ride,ATTR,2019-08-01 08:30:00.000,2019-08-01 19:56:00.000,2019-08-02 08:09:08.000,2019-08-01,0,0
,Bungee Jump,ATTR,2019-08-01 09:30:00.000,2019-08-01 23:03:00.000,2019-08-02 08:08:43.000,2019-08-01,0,0
,Roller Coaster,ATTR,2019-08-01 10:00:00.000,2019-08-01 19:27:00.000,2019-08-02 08:08:44.000,2019-08-01,0,0
,Circus Train,ATTR,2019-08-01 09:58:00.000,2019-08-01 21:49:00.000,2019-08-02 08:09:01.000,2019-08-01,0,0
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-08-01 23:59:00.000,2019-08-01 23:59:00.000,2019-08-02 08:09:08.000,2019-08-01,0,0
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-08-01 23:59:00.000,2019-08-01 23:59:00.000,2019-08-02 08:08:51.000,2019-08-01,0,0
,Go-Karts,ATTR,2019-08-01 08:30:00.000,2019-08-01 23:08:00.000,2019-08-02 08:08:44.000,2019-08-01,0,0
,Spinning Coaster,ATTR,2019-08-01 09:09:00.000,2019-08-01 23:09:00.000,2019-08-02 08:08:44.000,2019-08-01,0,0
,Swing Ride,ATTR,2019-08-01 08:30:00.000,2019-08-01 22:21:00.000,2019-08-02 08:08:55.000,2019-08-01,0,0
Fermeture Opérationnelle,Drop Tower,ATTR,2019-08-01 23:59:00.000,2019-08-01 23:59:00.000,2019-08-02 08:08:55.000,2019-08-01,0,0
,Bumper Cars,ATTR,2019-08-01 08:30:00.000,2019-08-01 22:00:00.000,2019-08-02 08:09:01.000,2019-08-01,0,0
,Spiral Slide,ATTR,2019-08-01 08:30:00.000,2019-08-01 20:27:00.000,2019-08-02 08:09:10.000,2019-08-01,0,0
,Kiddie Coaster,ATTR,2019-08-01 09:36:00.000,2019-08-01 20:10:00.000,2019-08-02 08:09:01.000,2019-08-01,0,0
,Zipline,ATTR,2019-08-01 08:20:00.000,2019-08-01 23:10:00.000,2019-08-02 08:08:51.000,2019-08-01,0,0
,Merry Go Round,ATTR,2019-08-01 09:11:00.000,2019-08-01 23:07:00.000,2019-08-02 08:09:08.000,2019-08-01,0,0
,Free Fall,ATTR,2019-08-01 10:00:00.000,2019-08-01 20:18:00.000,2019-08-02 08:09:10.000,2019-08-01,0,0
,Haunted House,ATTR,2019-08-01 09:43:00.000,2019-08-01 21:50:00.000,2019-08-02 08:08:55.000,2019-08-01,0,0
,Rapids Ride,ATTR,2019-08-01 09:52:00.000,2019-08-01 20:24:00.000,2019-08-02 08:09:01.000,2019-08-01,0,0
,Spiral Slide,ATTR,2019-08-02 08:30:00.000,2019-08-02 20:31:00.000,2019-08-03 07:53:23.000,2019-08-02,0,0
,Swing Ride,ATTR,2019-08-02 08:30:00.000,2019-08-02 22:09:00.000,2019-08-03 07:53:17.000,2019-08-02,0,0
,Giga Coaster,ATTR,2019-08-02 09:08:00.000,2019-08-02 22:13:00.000,2019-08-03 07:53:19.000,2019-08-02,0,0
,Circus Train,ATTR,2019-08-02 09:40:00.000,2019-08-02 21:51:00.000,2019-08-03 07:53:19.000,2019-08-02,0,0
,Free Fall,ATTR,2019-08-02 10:00:00.000,2019-08-02 20:05:00.000,2019-08-03 07:53:23.000,2019-08-02,0,0
,Oz Theatre,ATTR,2019-08-02 10:57:00.000,2019-08-02 17:15:00.000,2019-08-03 07:53:14.000,2019-08-02,0,0
,Zipline,ATTR,2019-08-02 08:12:00.000,2019-08-02 23:12:00.000,2019-08-03 07:53:16.000,2019-08-02,0,0
,Go-Karts,ATTR,2019-08-02 08:29:00.000,2019-08-02 23:07:00.000,2019-08-03 07:53:14.000,2019-08-02,0,0
,PortAventura World,PARK,2019-08-02 08:30:00.000,2019-08-02 09:30:00.000,2019-08-03 07:53:58.000,2019-08-02,0,0
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-08-02 23:59:00.000,2019-08-02 23:59:00.000,2019-08-03 07:53:21.000,2019-08-02,0,0
,Roller Coaster,ATTR,2019-08-02 10:00:00.000,2019-08-02 19:22:00.000,2019-08-03 07:53:14.000,2019-08-02,0,0
,Dizzy Dropper,ATTR,2019-08-02 08:30:00.000,2019-08-02 22:14:00.000,2019-08-03 07:53:17.000,2019-08-02,0,0
,Haunted House,ATTR,2019-08-02 09:32:00.000,2019-08-02 21:50:00.000,2019-08-03 07:53:17.000,2019-08-02,0,0
,Flying Coaster,ATTR,2019-08-02 09:35:00.000,2019-08-02 23:11:00.000,2019-08-03 07:53:12.000,2019-08-02,0,0
,Crazy Dance,ATTR,2019-08-02 09:16:00.000,2019-08-02 23:07:00.000,2019-08-03 07:53:12.000,2019-08-02,0,0
,PortAventura World,PARK,2019-08-02 10:00:00.000,2019-08-02 23:00:00.000,2019-08-03 07:53:58.000,2019-08-02,0,0
,Kiddie Coaster,ATTR,2019-08-02 09:54:00.000,2019-08-02 20:11:00.000,2019-08-03 07:53:19.000,2019-08-02,0,0
,Spinning Coaster,ATTR,2019-08-02 09:46:00.000,2019-08-02 23:10:00.000,2019-08-03 07:53:14.000,2019-08-02,0,0
,Drop Tower,ATTR,2019-08-02 14:15:00.000,2019-08-02 22:27:00.000,2019-08-03 07:52:21.000,2019-08-02,0,0
,Rapids Ride,ATTR,2019-08-02 09:40:00.000,2019-08-02 20:17:00.000,2019-08-03 07:53:19.000,2019-08-02,0,0
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-08-02 23:59:00.000,2019-08-02 23:59:00.000,2019-08-03 07:53:16.000,2019-08-02,0,0
,Bumper Cars,ATTR,2019-08-02 08:30:00.000,2019-08-02 22:06:00.000,2019-08-03 07:53:19.000,2019-08-02,0,0
,Water Ride,ATTR,2019-08-02 08:30:00.000,2019-08-02 22:12:00.000,2019-08-03 07:53:17.000,2019-08-02,0,0
,Bungee Jump,ATTR,2019-08-02 09:24:00.000,2019-08-02 23:01:00.000,2019-08-03 07:53:12.000,2019-08-02,0,0
,Merry Go Round,ATTR,2019-08-02 09:43:00.000,2019-08-02 23:10:00.000,2019-08-03 07:53:21.000,2019-08-02,0,0
,Giant Wheel,ATTR,2019-08-02 08:30:00.000,2019-08-02 23:13:00.000,2019-08-03 07:53:21.000,2019-08-02,0,0
,Superman Ride,ATTR,2019-08-02 08:30:00.000,2019-08-02 19:49:00.000,2019-08-03 07:53:21.000,2019-08-02,0,0
,Kiddie Coaster,ATTR,2019-08-03 09:41:00.000,2019-08-03 20:28:00.000,2019-08-04 07:47:46.000,2019-08-03,0,1
,Crazy Dance,ATTR,2019-08-03 09:19:00.000,2019-08-03 23:06:00.000,2019-08-04 07:47:41.000,2019-08-03,0,1
,Oz Theatre,ATTR,2019-08-03 11:00:00.000,2019-08-03 17:18:00.000,2019-08-04 07:47:43.000,2019-08-03,0,1
,Spiral Slide,ATTR,2019-08-03 08:30:00.000,2019-08-03 20:18:00.000,2019-08-04 07:47:48.000,2019-08-03,0,1
,PortAventura World,PARK,2019-08-03 08:30:00.000,2019-08-03 09:30:00.000,2019-08-04 07:47:54.000,2019-08-03,0,1
,Zipline,ATTR,2019-08-03 08:09:00.000,2019-08-03 23:12:00.000,2019-08-04 07:47:44.000,2019-08-03,0,1
,Dizzy Dropper,ATTR,2019-08-03 08:30:00.000,2019-08-03 22:18:00.000,2019-08-04 07:47:45.000,2019-08-03,0,1
,Bungee Jump,ATTR,2019-08-03 09:25:00.000,2019-08-03 23:01:00.000,2019-08-04 07:47:41.000,2019-08-03,0,1
,Free Fall,ATTR,2019-08-03 10:00:00.000,2019-08-03 20:13:00.000,2019-08-04 07:47:48.000,2019-08-03,0,1
,Circus Train,ATTR,2019-08-03 09:52:00.000,2019-08-03 21:47:00.000,2019-08-04 07:47:46.000,2019-08-03,0,1
,PortAventura World,PARK,2019-08-03 10:00:00.000,2019-08-03 23:00:00.000,2019-08-04 07:47:54.000,2019-08-03,0,1
,Spinning Coaster,ATTR,2019-08-03 09:15:00.000,2019-08-03 23:12:00.000,2019-08-04 07:47:43.000,2019-08-03,0,1
,Drop Tower,ATTR,2019-08-03 09:39:00.000,2019-08-03 22:28:00.000,2019-08-04 07:47:45.000,2019-08-03,0,1
,Roller Coaster,ATTR,2019-08-03 10:00:00.000,2019-08-03 19:31:00.000,2019-08-04 07:47:43.000,2019-08-03,0,1
,Flying Coaster,ATTR,2019-08-03 09:42:00.000,2019-08-03 23:00:00.000,2019-08-04 07:47:41.000,2019-08-03,0,1
,Haunted House,ATTR,2019-08-03 09:18:00.000,2019-08-03 21:50:00.000,2019-08-04 07:47:45.000,2019-08-03,0,1
Fermeture Opérationnelle,Himalaya Ride,ATTR,2019-08-03 23:59:00.000,2019-08-03 23:59:00.000,2019-08-04 07:47:44.000,2019-08-03,0,1
,Swing Ride,ATTR,2019-08-03 08:30:00.000,2019-08-03 22:15:00.000,2019-08-04 07:47:45.000,2019-08-03,0,1
Fermeture Opérationnelle,Inverted Coaster,ATTR,2019-08-03 23:59:00.000,2019-08-03 23:59:00.000,2019-08-04 07:47:47.000,2019-08-03,0,1
,Go-Karts,ATTR,2019-08-03 08:30:00.000,2019-08-03 23:09:00.000,2019-08-04 07:47:43.000,2019-08-03,0,1
,Merry Go Round,ATTR,2019-08-03 09:22:00.000,2019-08-03 23:13:00.000,2019-08-04 07:47:47.000,2019-08-03,0,1
,Bumper Cars,ATTR,2019-08-03 08:30:00.000,2019-08-03 22:13:00.000,2019-08-04 07:47:46.000,2019-08-03,0,1
,Superman Ride,ATTR,2019-08-03 08:30:00.000,2019-08-03 19:51:00.000,2019-08-04 07:47:47.000,2019-08-03,0,1
,Giant Wheel,ATTR,2019-08-03 08:12:00.000,2019-08-03 23:18:00.000,2019-08-04 07:47:47.000,2019-08-03,0,1
,Giga Coaster,ATTR,2019-08-03 09:42:00.000,2019-08-03 22:19:00.000,2019-08-04 07:47:46.000,2019-08-03,0,1
,Rapids Ride,ATTR,2019-08-03 09:37:00.000,2019-08-03 20:18:00.000,2019-08-04 07:47:46.000,2019-08-03,0,1
,Water Ride,ATTR,2019-08-03 08:30:00.000,2019-08-03 22:15:00.000,2019-08-04 07:47:45.000,2019-08-03,0,1
,Swing Ride,ATTR,2019-08-04 08:30:00.000,2019-08-04 22:20:00.000,2019-08-05 07:23:46.000,2019-08-04,0,1
,Spinning Coaster,ATTR,2019-08-04 09:09:00.000,2019-08-04 23:00:00.000,2019-08-05 07:23:44.000,2019-08-04,0,1
,Zipline,ATTR,2019-08-04 08:16:00.000,2019-08-04 23:15:00.000,2019-08-05 07:23:45.000,2019-08-04,0,1
,Rapids Ride,ATTR,2019-08-04 09:24:00.000,2019-08-04 21:14:00.000,2019-08-05 07:23:47.000,2019-08-04,0,1
